Date,State,Sector,GDP_Before_COVID,GDP_During_COVID,GDP_Loss_Percent,Unemployment_Rate_Before,Unemployment_Rate_During,Migration_Effect,Recovery_Factor,Govt_Support_Received,Sector_Impact_Score,Health_Index,Lockdown_Severity,Vaccination_Rate,Urban_Rural_Ratio,Inflation_Rate,Population_Affected,Recovery_Progress,Remarks
2019-05-31,Andhra Pradesh,Construction,77270.33,70292.76,9.03,9.63,16.6742103971521,0,0.15,797.03,2,54.38,2,30.04,2.33,8.88,286.19,22.38,Low Impact
2019-06-30,Uttar Pradesh,Trade,68646.24,58944.7,14.13,4.81,14.2504945122857,0,0.23,797.03,9,53.97,4,90.47,1.75,6.83,280.07,54.95,High Impact
2019-07-30,Madhya Pradesh,Manufacturing,45144.37,31470.71,30.29,5.36,12.3921920718296,1,0.47,797.03,5,42.64,5,9.05,2.39,4.16,154.21,90.14,Low Impact
2019-08-29,Andhra Pradesh,Public Administration,28089.04,19622.04,30.14,5.82,8.49796395828112,0,0.42,797.03,8,59.08,3,86.98,2.15,3.72,49.63,52.19,Low Impact
2019-09-28,Manipur,Manufacturing,99715.33,93450.83,6.28,3.36,12.5958070043998,1,0.29,797.03,4,70.6,2,37.67,2.74,8.68,448.49,27.61,High Impact
2019-10-28,Andhra Pradesh,Mining,43191.95,26070.64,39.64,6.48,16.5397012867095,1,0.17,797.03,9,39.05,5,88.06,2.68,5.6,300.36,18.37,High Impact
2019-11-27,Manipur,Services,45687.32,38862.43,14.94,3.86,8.75497865119719,0,0.76,797.03,10,93.23,5,72.88,2.41,4.17,349.18,94.95,Low Impact
2019-12-27,Sikkim,Transport,17198.76,14570.55,15.28,5.81,14.4512573928335,0,0.99,797.03,7,58.81,1,10.42,1.53,8.6,232.53,76.87,Medium Impact
2020-01-26,Haryana,Transport,79686.15,65178.6,18.21,5.45,11.7159190105439,0,0.78,797.03,2,91.62,3,83.15,1.06,3.63,378.48,38.17,High Impact
2020-02-25,Tamil Nadu,Construction,69674.54,65949.61,5.35,8.41,19.3011935572744,1,0.3,797.03,3,38.75,5,68.22,1.62,7.38,292.66,36.58,Low Impact
2020-03-26,Tripura,Real Estate,22856.19,16208.65,29.08,8.62,19.0722555816073,1,0.24,797.03,2,79.87,3,3.23,1.61,6.75,27.85,90.57,Medium Impact
2020-04-25,Madhya Pradesh,Manufacturing,9155.72,6582.87,28.1,4.07,11.3243199830964,0,0.22,797.03,5,70.15,2,13.37,1.91,3.53,445.16,25.98,Medium Impact
2020-05-25,Bihar,Trade,68369.43,42910.62,37.24,5.57,14.4850554581359,1,0.14,797.03,2,83.3,5,63.56,0.72,5.03,153.46,58.15,High Impact
2020-06-24,Nagaland,Real Estate,65796.61,49675.08,24.5,5.61,16.443497010221,1,0.55,797.03,5,69.04,5,66.26,2.04,3.9,69.81,74.22,High Impact
2020-07-24,Nagaland,Mining,28052.69,19394.7,30.86,4.06,11.0171701007827,0,0.61,797.03,9,92.58,2,74.67,1.48,6.63,44.93,45.68,Low Impact
2020-08-23,Himachal Pradesh,Transport,95135.49,68515.19,27.98,8.59,13.7225074048882,0,0.71,797.03,2,70.75,3,72.02,1.94,5.86,360.5,13.59,High Impact
2020-09-22,Jharkhand,Public Administration,15954.73,14233.22,10.79,7.95,17.4866613790958,0,0.68,797.03,9,81.0,3,65.95,0.87,3.03,352.28,30.5,Medium Impact
2020-10-22,Tripura,Finance,43801.15,40622.04,7.26,4.33,8.53066254784691,0,0.29,797.03,7,87.04,5,76.62,1.42,8.85,350.38,91.16,High Impact
2020-11-21,Nagaland,Public Administration,94417.98,62788.58,33.5,5.57,11.4553114800604,0,0.33,797.03,7,76.45,2,57.51,0.79,5.1,457.96,57.08,High Impact
2020-12-21,West Bengal,Finance,42553.0,31079.78,26.96,3.74,14.3972723710679,0,0.68,797.03,5,64.08,4,26.08,2.65,4.55,175.12,83.39,Medium Impact
2021-01-20,Punjab,Public Administration,64214.07,59399.34,7.5,7.4,16.6442234026931,0,0.35,797.03,8,47.73,3,91.24,1.57,4.33,281.01,60.01,Medium Impact
2021-02-19,Karnataka,Manufacturing,40361.85,25090.26,37.84,3.85,9.88811005247499,0,0.21,797.03,7,85.54,4,1.82,0.83,3.95,310.13,94.92,High Impact
2021-03-21,Assam,Transport,28147.31,17798.28,36.77,9.9,14.0474450240835,0,0.37,797.03,6,61.24,5,36.66,0.32,8.99,489.76,91.82,Low Impact
2021-04-20,Madhya Pradesh,Transport,98413.79,64655.58,34.3,8.46,14.0196839083223,0,0.27,797.03,2,70.35,4,72.89,2.09,4.77,156.86,53.46,Low Impact
2021-05-20,Himachal Pradesh,Real Estate,41524.07,33564.92,19.17,5.73,10.5710414922743,1,0.09,797.03,6,35.15,4,42.72,0.8,5.43,478.21,38.64,Low Impact
2021-06-19,Gujarat,Public Administration,89515.82,58423.87,34.73,7.05,10.8108928794385,1,0.83,797.03,2,62.33,3,2.48,2.97,8.23,75.22,64.15,Low Impact
2021-07-19,Bihar,Services,23765.51,22311.7,6.12,9.38,18.8133291356565,0,0.85,797.03,1,75.38,5,6.6,1.69,6.85,382.24,70.74,Medium Impact
2021-08-18,Arunachal Pradesh,Trade,22097.37,16713.35,24.36,6.88,11.4006988685017,1,0.22,797.03,9,67.96,4,64.86,1.01,5.21,316.81,54.85,Medium Impact
2021-09-17,Gujarat,Public Administration,4082.27,3165.93,22.45,4.22,10.7616747016776,1,0.06,797.03,5,59.16,3,96.49,2.04,8.39,408.63,84.01,Medium Impact
2021-10-17,Tamil Nadu,Public Administration,65515.02,44964.96,31.37,5.65,11.508594468361,1,0.74,797.03,10,44.52,4,55.19,0.97,7.5,15.31,26.5,Medium Impact
2021-11-16,Uttar Pradesh,Manufacturing,37484.11,28669.2,23.52,8.9,20.7207737863563,1,0.21,797.03,10,50.13,3,50.68,2.5,4.37,39.99,40.1,Low Impact
2021-12-16,Rajasthan,Services,86571.47,71998.87,16.83,7.51,13.4209224414822,1,0.39,797.03,4,75.54,5,31.83,1.06,6.86,35.78,71.77,Low Impact
2022-01-15,Nagaland,Transport,47847.78,41288.42,13.71,7.56,10.3598248279675,1,0.06,797.03,8,44.57,2,25.67,2.97,8.53,296.89,32.2,High Impact
2022-02-14,Andhra Pradesh,Manufacturing,96851.15,83665.24,13.61,9.07,11.9682575257208,0,0.23,797.03,5,70.41,3,2.1,1.89,5.98,301.87,49.59,Medium Impact
2022-03-16,Uttarakhand,Construction,19367.03,15537.43,19.77,9.26,17.1675372135306,0,0.79,797.03,7,68.33,3,27.3,2.56,7.4,453.15,96.74,High Impact
2022-04-15,Meghalaya,Trade,86993.69,79731.97,8.35,9.44,17.4336355173826,1,0.8,797.03,3,93.08,4,44.91,0.4,8.83,234.33,66.33,Low Impact
2022-05-15,Arunachal Pradesh,Manufacturing,77883.09,69011.64,11.39,3.66,9.84758990482654,1,0.21,797.03,8,33.95,5,19.79,1.18,7.14,34.96,95.42,High Impact
2022-06-14,Jharkhand,Services,77321.26,66880.33,13.5,6.81,13.1284369231202,0,0.34,797.03,8,37.03,1,8.73,2.26,3.61,105.56,75.02,High Impact
2022-07-14,Andhra Pradesh,Transport,84633.54,52427.26,38.05,8.18,10.7193258284087,1,0.13,797.03,3,62.9,1,71.77,2.03,4.47,5.03,75.22,High Impact
2022-08-13,Haryana,Services,76341.38,45988.6,39.76,8.3,15.4654651038926,1,0.07,797.03,9,64.26,2,89.46,0.74,6.57,388.58,63.27,Medium Impact
2022-09-12,Karnataka,Mining,62995.81,42481.64,32.56,7.25,14.2973947538035,1,0.99,797.03,8,32.6,5,93.68,1.2,4.65,407.98,22.8,Medium Impact
2022-10-12,Haryana,Finance,13993.24,11645.64,16.78,4.17,7.66549318556944,1,0.66,797.03,1,83.68,3,61.8,0.94,8.75,498.97,56.77,Low Impact
2022-11-11,Manipur,Finance,4220.09,3139.41,25.61,8.58,11.6183938611092,1,0.54,797.03,8,62.16,1,5.28,1.92,5.43,206.69,32.74,High Impact
2019-01-01,Andhra Pradesh,Public Administration,92163.94,68278.94,25.92,8.04,11.2757249059949,0,0.77,797.03,4,52.53,2,74.09,1.16,5.74,10.63,99.88,Medium Impact
2019-01-31,Manipur,Services,62048.38,56439.54,9.04,3.6,6.61028246491258,0,0.84,797.03,6,50.73,5,11.01,1.07,7.21,118.13,34.03,Low Impact
2019-03-02,Kerala,Public Administration,79857.19,72945.31,8.66,6.25,14.3470819553675,1,0.81,797.03,10,85.99,2,66.97,0.78,6.15,294.3,30.76,Medium Impact
2019-04-01,Bihar,Finance,48670.71,44690.0,8.18,4.22,8.18482652402918,0,0.02,797.03,9,42.79,1,77.94,1.35,5.29,481.01,66.15,Medium Impact
2019-05-01,Chhattisgarh,Finance,12613.51,8953.79,29.01,5.36,9.87430152187463,1,0.19,797.03,5,40.43,4,72.59,0.75,3.46,52.69,55.99,Medium Impact
2019-05-31,Assam,Services,13393.39,11275.49,15.81,3.13,6.86572144151439,1,0.65,797.03,7,43.86,4,95.19,2.9,6.58,61.66,11.92,Medium Impact
2019-06-30,Delhi,Real Estate,68870.96,47870.25,30.49,5.8,17.378353044485,1,0.38,797.03,1,70.63,5,73.81,0.63,8.21,351.18,21.66,Low Impact
2019-07-30,Haryana,Mining,43600.28,29068.89,33.33,6.85,17.3961746315183,1,0.98,797.03,9,82.71,2,69.32,2.76,7.11,333.94,82.99,Low Impact
2019-08-29,Tamil Nadu,Services,20851.95,13858.65,33.54,7.34,11.6449483735152,1,0.67,797.03,6,51.51,3,26.17,1.4,5.29,126.0,53.53,Medium Impact
2019-09-28,Uttarakhand,Mining,49667.86,35747.83,28.03,7.64,12.9156629392212,1,0.96,797.03,4,41.28,1,92.48,1.26,3.77,406.76,23.14,Medium Impact
2019-10-28,Uttar Pradesh,Services,7356.68,5521.08,24.95,8.85,12.9489284230499,1,0.2,797.03,6,43.6,4,17.95,0.85,7.9,65.26,51.87,High Impact
2019-11-27,Punjab,Real Estate,58615.17,52216.28,10.92,4.51,11.4287595946082,1,0.86,797.03,5,70.25,4,90.49,1.98,8.65,462.95,32.78,Medium Impact
2019-12-27,Meghalaya,Trade,27630.35,17737.63,35.8,3.84,6.03610532474253,1,0.32,797.03,3,45.99,2,31.27,2.12,5.33,101.31,30.12,High Impact
2020-01-26,Odisha,Services,79958.35,68542.22,14.28,8.96,17.6736800889679,0,0.99,797.03,7,87.02,4,13.02,1.51,7.37,41.59,96.2,Medium Impact
2020-02-25,Uttarakhand,Services,31725.83,24936.79,21.4,4.1,11.3315814981764,1,0.16,797.03,3,36.75,2,82.67,0.36,5.46,170.42,42.58,Low Impact
2020-03-26,Bihar,Transport,46066.79,32282.73,29.92,9.82,20.806389283011,0,0.52,797.03,2,32.1,1,0.25,2.77,6.01,94.73,14.18,Low Impact
2020-04-25,Maharashtra,Real Estate,2150.43,1661.18,22.75,8.9,12.5439268432841,0,0.79,797.03,4,35.74,2,83.21,2.94,8.02,263.94,97.33,High Impact
2020-05-25,Tamil Nadu,Public Administration,8172.24,5761.26,29.5,6.51,16.5510924606113,1,0.43,797.03,7,84.97,4,26.23,1.41,3.5,343.74,81.54,Low Impact
2020-06-24,Madhya Pradesh,Agriculture,39856.86,32229.4,19.14,9.87,19.7896101446671,0,0.47,797.03,5,72.33,2,88.47,1.92,6.18,245.97,32.9,Low Impact
2020-07-24,Tripura,Transport,48513.94,36474.98,24.82,3.68,6.95181189216887,1,0.99,797.03,9,92.25,4,69.15,1.46,4.29,330.64,46.8,Low Impact
2020-08-23,Arunachal Pradesh,Agriculture,60402.03,39716.87,34.25,5.12,11.1055922414412,1,0.43,797.03,10,51.86,5,66.62,1.1,5.04,183.1,87.61,Low Impact
2020-09-22,Sikkim,Real Estate,29874.6,19143.77,35.92,7.47,11.1715264114451,1,0.6,797.03,7,43.82,4,36.53,0.42,6.87,14.93,42.17,Low Impact
2020-10-22,Jharkhand,Services,69803.21,55238.32,20.87,5.45,9.99720500457549,1,0.05,797.03,9,66.53,4,5.94,1.48,3.16,487.06,61.07,High Impact
2020-11-21,Jharkhand,Construction,86152.12,78901.95,8.42,9.5,14.1324617483054,0,0.84,797.03,9,64.96,4,83.01,2.49,6.56,409.89,58.14,Medium Impact
2020-12-21,Maharashtra,Finance,78205.25,56337.9,27.96,3.46,11.0223639402577,0,0.65,797.03,2,68.42,5,17.09,0.25,4.7,37.64,46.12,Medium Impact
2021-01-20,Goa,Mining,4922.26,4216.16,14.35,6.85,12.9641093176046,1,0.4,797.03,1,52.59,3,37.23,1.83,7.02,225.14,67.56,Medium Impact
2021-02-19,Tripura,Mining,48570.19,40339.07,16.95,7.14,18.617328040063,0,0.02,797.03,4,30.38,4,60.04,2.67,3.85,317.87,52.6,Low Impact
2021-03-21,Arunachal Pradesh,Real Estate,11388.09,10545.87,7.4,7.57,10.83370141947,0,0.59,797.03,4,32.28,3,48.23,0.81,7.41,96.11,11.91,Low Impact
2021-04-20,Bihar,Finance,24962.46,22150.27,11.27,4.79,16.5269213485019,0,0.01,797.03,2,73.15,1,19.87,0.71,6.87,289.42,83.29,Medium Impact
2021-05-20,Jharkhand,Real Estate,98679.6,78777.09,20.17,5.55,9.85638640214264,1,0.0,797.03,3,64.01,2,14.06,2.36,8.83,267.29,20.18,Low Impact
2021-06-19,Uttar Pradesh,Finance,15107.06,12538.27,17.0,8.91,18.6387393638185,0,0.62,797.03,3,83.37,3,12.32,0.91,8.47,104.92,51.77,Medium Impact
2021-07-19,Goa,Real Estate,50389.93,46078.33,8.56,4.36,9.74969926172821,0,0.19,797.03,5,49.53,1,86.3,0.74,4.7,71.46,62.19,High Impact
2021-08-18,Goa,Real Estate,62197.42,46015.62,26.02,8.79,12.2208139541731,0,0.19,797.03,1,83.01,2,3.16,1.26,3.16,379.72,73.5,Medium Impact
2021-09-17,Rajasthan,Services,70544.03,50395.11,28.56,6.94,17.5188918524624,1,0.65,797.03,9,57.66,4,97.7,1.3,6.93,161.97,46.97,Low Impact
2021-10-17,Delhi,Manufacturing,56405.22,34056.56,39.62,8.34,13.4286089923646,0,0.05,797.03,8,36.29,4,19.85,2.65,6.62,122.78,76.2,Medium Impact
2021-11-16,Chhattisgarh,Public Administration,1967.31,1749.51,11.07,8.0,16.5885540422684,0,0.31,797.03,8,93.56,4,11.03,1.93,3.16,369.2,21.82,Medium Impact
2021-12-16,Himachal Pradesh,Agriculture,33319.67,29332.75,11.97,4.45,12.1144368508662,1,0.15,797.03,3,63.28,5,57.7,1.34,3.74,368.3,68.81,Low Impact
2022-01-15,Haryana,Construction,52253.45,33262.41,36.34,6.98,13.6975630939087,0,0.58,797.03,2,70.92,5,8.0,1.7,6.51,138.92,84.37,High Impact
2022-02-14,Bihar,Trade,9698.78,7777.45,19.81,9.07,16.0281947264853,1,0.66,797.03,1,73.6,5,60.25,2.87,8.47,436.41,90.05,High Impact
2022-03-16,Rajasthan,Agriculture,35712.07,27226.65,23.76,6.02,15.3423791409228,1,0.72,797.03,6,53.56,5,85.06,0.52,8.44,344.44,62.16,Low Impact
2022-04-15,Jharkhand,Trade,4287.11,2750.39,35.85,9.77,12.6477291412344,1,0.26,797.03,10,78.59,1,4.79,0.78,3.91,173.54,38.16,Medium Impact
2022-05-15,Punjab,Construction,8779.27,8280.6,5.68,6.17,14.851806619579,1,0.09,797.03,1,86.57,1,79.99,2.9,5.31,214.32,24.7,Medium Impact
2022-06-14,Himachal Pradesh,Mining,40295.4,27205.18,32.49,4.0,14.9581210139857,1,0.08,797.03,5,55.17,4,39.45,2.88,3.26,363.63,41.1,Low Impact
2022-07-14,Arunachal Pradesh,Trade,14138.86,8816.03,37.65,5.73,8.30788197019864,1,0.43,797.03,9,72.71,2,15.95,0.7,5.82,106.58,58.6,Low Impact
2022-08-13,Delhi,Services,57186.54,46217.97,19.18,9.66,13.0665333923366,0,0.95,797.03,9,79.21,5,17.61,0.61,7.52,234.91,27.67,Low Impact
2022-09-12,Tamil Nadu,Real Estate,69257.03,59464.32,14.14,5.24,14.4063193670203,1,0.22,797.03,4,42.36,2,91.88,1.38,7.74,327.13,95.73,Medium Impact
2022-10-12,Delhi,Public Administration,80258.08,49066.2,38.86,9.08,15.4528164824461,0,0.26,797.03,7,51.62,1,11.06,0.34,5.99,270.21,90.74,High Impact
2022-11-11,Telangana,Real Estate,20814.87,17287.81,16.94,9.17,15.2054862081368,0,0.1,797.03,7,37.07,5,86.68,2.03,3.58,304.56,12.97,High Impact
2019-01-01,Punjab,Mining,17580.78,13823.81,21.37,5.45,8.81966634544235,1,0.61,797.03,4,69.14,1,54.42,0.42,5.29,273.56,60.58,High Impact
2019-01-31,Odisha,Mining,11352.22,7221.63,36.39,3.58,10.6477004071778,0,0.68,797.03,5,82.06,1,3.91,0.36,8.59,100.41,81.04,Medium Impact
2019-03-02,Odisha,Manufacturing,64006.59,42268.89,33.96,8.07,11.3354531119637,0,0.64,797.03,9,69.7,3,46.45,1.56,4.38,205.69,32.09,High Impact
2019-04-01,Tripura,Public Administration,70941.1,56667.11,20.12,5.18,11.9462045631054,0,0.86,797.03,7,41.69,1,81.74,2.88,4.92,266.46,57.15,Medium Impact
2019-05-01,Karnataka,Manufacturing,4127.03,2904.29,29.63,8.48,18.1161529896165,1,0.49,797.03,7,65.51,4,72.62,1.4,7.48,390.25,46.54,Medium Impact
2019-05-31,Sikkim,Trade,93685.01,86978.15,7.16,6.1,10.6826435788716,0,0.13,797.03,10,84.27,1,48.88,1.2,7.4,327.3,27.69,Low Impact
2019-06-30,Rajasthan,Mining,6145.16,5448.05,11.34,6.4,13.2078616817972,0,0.29,797.03,7,49.68,5,86.0,2.99,8.47,213.87,65.33,Medium Impact
2019-07-30,Odisha,Transport,54588.34,51544.96,5.58,8.45,20.3701596939683,1,0.66,797.03,9,84.12,4,12.04,1.69,5.33,487.23,99.43,Low Impact
2019-08-29,Punjab,Mining,71196.99,49188.92,30.91,5.68,14.5465042335403,0,0.61,797.03,5,81.0,1,90.99,1.25,6.09,54.79,42.88,Medium Impact
2019-09-28,Manipur,Agriculture,87225.94,81940.33,6.06,6.1,16.5135677130519,0,0.53,797.03,6,31.41,4,84.64,1.28,5.8,104.2,59.71,Low Impact
2019-10-28,Delhi,Real Estate,71694.61,53837.77,24.91,5.63,11.7784760656054,0,0.68,797.03,3,45.56,1,70.83,0.75,8.57,171.31,39.51,Low Impact
2019-11-27,Andhra Pradesh,Mining,80371.08,57998.31,27.84,5.57,15.2486092312585,1,0.64,797.03,1,65.29,4,81.79,1.63,7.62,115.06,88.93,Medium Impact
2019-12-27,Tripura,Construction,34605.57,21373.17,38.24,6.68,9.08509172941321,0,0.88,797.03,2,76.65,2,54.38,1.43,7.99,313.1,87.81,Medium Impact
2020-01-26,Kerala,Finance,81667.69,50508.84,38.15,8.66,11.8891118254224,0,0.59,797.03,8,87.23,3,67.52,0.96,3.8,20.74,26.09,Medium Impact
2020-02-25,Arunachal Pradesh,Manufacturing,8931.37,7522.03,15.78,5.53,9.56070592920062,1,0.78,797.03,1,71.67,4,56.06,0.65,7.75,89.54,91.0,Medium Impact
2020-03-26,Goa,Construction,89586.85,68110.66,23.97,6.67,12.6895192461521,1,0.25,797.03,10,54.72,5,35.54,1.07,5.6,147.38,23.64,Low Impact
2020-04-25,Assam,Trade,55211.65,37504.31,32.07,7.7,18.1574487832576,1,0.68,797.03,7,42.0,3,56.89,1.62,3.14,341.99,18.59,Low Impact
2020-05-25,Uttar Pradesh,Agriculture,81912.48,66749.63,18.51,4.89,10.3526605078793,0,0.9,797.03,5,79.4,3,25.75,0.36,3.36,438.06,68.76,Low Impact
2020-06-24,Haryana,Real Estate,45779.51,31519.21,31.15,4.94,13.4862119351546,1,0.39,797.03,6,43.44,1,44.03,0.63,7.07,399.45,44.73,Medium Impact
2020-07-24,Tamil Nadu,Trade,64714.19,51911.85,19.78,9.53,18.6231429480348,1,0.78,797.03,8,75.2,4,28.08,2.85,5.23,91.86,57.77,Medium Impact
2020-08-23,Odisha,Transport,53113.86,38545.95,27.43,8.06,15.9218235408834,1,0.72,797.03,4,41.78,3,12.29,1.72,8.21,283.14,68.73,High Impact
2020-09-22,Bihar,Manufacturing,73427.36,65221.36,11.18,7.04,12.6124196817013,0,0.06,797.03,6,35.92,5,32.19,0.38,7.41,15.98,14.76,High Impact
2020-10-22,Odisha,Real Estate,9081.37,8057.39,11.28,7.53,15.3005334171354,1,0.58,797.03,3,46.32,5,85.2,2.14,3.13,155.96,36.37,High Impact
2020-11-21,Karnataka,Manufacturing,6974.86,5350.22,23.29,3.21,8.63265592789746,1,0.13,797.03,7,48.52,5,38.11,0.37,7.12,403.19,51.48,High Impact
2020-12-21,Goa,Construction,25463.22,18404.48,27.72,7.33,10.1687373855201,1,0.97,797.03,2,72.07,1,74.8,2.27,4.15,228.88,33.99,Low Impact
2021-01-20,Kerala,Construction,16794.92,12208.16,27.31,6.57,18.4980397818601,1,0.81,797.03,8,40.46,2,17.52,2.3,5.54,75.82,14.41,High Impact
2021-02-19,Sikkim,Public Administration,87306.57,77004.4,11.8,6.82,10.0918245363251,1,0.11,797.03,7,90.47,4,42.44,2.02,6.75,219.84,17.8,Low Impact
2021-03-21,Chhattisgarh,Transport,22702.18,16228.94,28.51,5.52,8.24348383836057,0,0.12,797.03,8,66.03,3,11.49,2.25,8.24,99.82,82.16,Medium Impact
2021-04-20,Arunachal Pradesh,Public Administration,97610.66,65708.64,32.68,3.57,14.3553074920715,0,0.59,797.03,2,61.91,4,13.86,0.45,5.74,197.2,92.02,Low Impact
2021-05-20,Maharashtra,Finance,34352.68,21629.85,37.04,4.35,9.36834660892895,1,0.34,797.03,3,58.26,3,61.74,2.23,7.85,244.43,23.7,Low Impact
2021-06-19,Tripura,Services,19029.67,14526.16,23.67,9.66,18.162969740735,1,0.03,797.03,4,66.83,1,60.75,0.58,7.7,175.43,32.43,Low Impact
2021-07-19,Sikkim,Public Administration,79180.15,60869.44,23.13,5.86,11.1500572966223,1,0.54,797.03,9,31.46,4,21.34,1.15,5.49,468.55,68.7,High Impact
2021-08-18,Assam,Services,66212.07,59214.65,10.57,6.27,12.1845427079447,0,0.39,797.03,5,94.36,1,47.44,2.84,6.01,281.7,95.88,High Impact
2021-09-17,Haryana,Construction,50321.38,34089.39,32.26,3.37,7.99112972016796,0,0.1,797.03,6,66.24,1,86.33,1.61,7.2,421.6,36.96,High Impact
2021-10-17,Punjab,Construction,55980.99,41053.49,26.67,3.26,8.6904400579301,0,0.8,797.03,1,32.29,4,17.42,2.91,3.19,380.6,86.97,Medium Impact
2021-11-16,Uttar Pradesh,Agriculture,72200.98,63749.28,11.71,8.02,14.1270040058654,0,0.92,797.03,4,68.35,4,1.92,0.45,8.34,330.92,55.54,High Impact
2021-12-16,West Bengal,Public Administration,23617.02,20978.25,11.17,6.77,15.9741606909234,1,0.76,797.03,4,58.41,3,65.2,1.54,7.62,248.95,96.09,High Impact
2022-01-15,Chhattisgarh,Transport,99637.06,73194.77,26.54,6.56,13.6753619423479,1,0.82,797.03,10,31.56,5,5.35,0.37,4.5,2.08,22.26,High Impact
2022-02-14,Telangana,Mining,97504.52,74171.05,23.93,4.7,16.1356521715697,1,0.22,797.03,8,90.09,1,97.99,1.96,8.89,307.12,97.63,Medium Impact
2022-03-16,Uttarakhand,Trade,65382.24,46169.67,29.38,8.21,10.6288039383877,1,0.26,797.03,8,30.69,2,60.96,0.42,4.08,178.62,49.69,Low Impact
2022-04-15,Goa,Public Administration,20754.7,19227.03,7.36,4.18,11.2106832263202,0,0.21,797.03,10,67.56,3,47.04,0.69,8.48,59.76,95.76,High Impact
2022-05-15,Delhi,Mining,68342.6,43843.51,35.85,4.33,12.1722478883171,1,0.77,797.03,6,92.52,3,43.0,0.92,4.95,222.87,51.28,High Impact
2022-06-14,Himachal Pradesh,Services,8147.64,7551.33,7.32,6.22,17.4219698607427,0,0.95,797.03,8,45.44,5,57.31,2.3,7.58,368.04,57.71,Medium Impact
2022-07-14,Haryana,Transport,4034.6,3386.45,16.06,5.0,7.49158523621427,0,0.72,797.03,9,46.52,5,9.06,0.66,5.74,480.88,82.43,Low Impact
2022-08-13,Goa,Trade,26510.61,20838.67,21.39,4.73,12.4649958493521,1,0.88,797.03,5,30.03,1,93.0,2.57,7.42,187.68,75.04,High Impact
2022-09-12,Uttar Pradesh,Trade,46799.67,28614.75,38.86,7.52,18.0562992852795,0,0.64,797.03,1,34.31,3,62.56,0.57,3.93,271.82,65.76,High Impact
2022-10-12,West Bengal,Public Administration,86958.98,66650.46,23.35,7.56,11.9792772811923,0,0.39,797.03,1,32.92,3,18.4,0.3,4.62,425.77,47.53,Medium Impact
2022-11-11,Bihar,Trade,72989.74,54210.34,25.73,8.77,19.5329234852393,1,0.43,797.03,2,83.47,2,56.26,1.31,3.6,167.67,81.32,Low Impact
2019-01-01,Assam,Mining,74527.95,48922.13,34.36,5.92,8.11043409274291,0,0.08,797.03,2,84.39,1,13.33,2.94,8.19,71.99,95.34,High Impact
2019-01-31,Gujarat,Manufacturing,43123.84,35781.72,17.03,3.51,12.8345462913372,0,0.03,797.03,5,77.24,1,1.76,0.51,4.78,141.66,10.88,High Impact
2019-03-02,Andhra Pradesh,Services,35247.56,33129.28,6.01,4.92,16.2511322116865,1,0.7,797.03,7,52.93,5,63.05,0.48,7.17,449.66,62.91,Low Impact
2019-04-01,Haryana,Finance,37732.84,30064.25,20.32,9.86,18.4319766164006,0,0.44,797.03,7,83.38,1,64.85,2.3,7.92,80.54,87.94,Medium Impact
2019-05-01,Manipur,Agriculture,98777.31,83976.88,14.98,7.17,13.5602924398044,0,0.55,797.03,4,65.09,2,58.37,1.07,8.41,165.28,68.78,Medium Impact
2019-05-31,Delhi,Trade,4970.81,3101.57,37.6,7.97,10.4188101647271,1,0.56,797.03,4,49.78,1,18.35,2.21,3.64,232.86,82.07,High Impact
2019-06-30,Karnataka,Services,86836.12,64795.68,25.38,3.05,14.2511381332262,0,0.28,797.03,10,58.42,4,60.34,0.76,8.36,423.71,90.56,High Impact
2019-07-30,Maharashtra,Services,58288.87,37347.16,35.93,6.63,13.3329622269157,1,0.48,797.03,3,34.27,4,5.65,1.49,4.18,468.92,77.59,Low Impact
2019-08-29,Himachal Pradesh,Construction,44422.93,36181.52,18.55,3.26,5.54996744335947,0,0.47,797.03,2,91.42,2,60.92,0.94,7.42,213.48,74.53,Medium Impact
2019-09-28,Uttarakhand,Services,72800.51,67593.0,7.15,6.98,15.8782107132876,0,0.39,797.03,3,70.24,5,55.4,1.46,7.37,466.05,96.83,Medium Impact
2019-10-28,Nagaland,Transport,49180.23,40899.37,16.84,9.45,16.2683725357625,1,0.82,797.03,8,77.53,3,65.53,2.35,3.05,81.57,87.73,Low Impact
2019-11-27,Madhya Pradesh,Construction,87468.9,54832.6,37.31,9.78,13.0234531744241,1,0.45,797.03,1,73.98,1,89.55,2.33,4.32,79.27,83.38,High Impact
2019-12-27,Manipur,Finance,90169.48,65294.71,27.59,6.78,10.9227180931025,0,0.6,797.03,4,73.4,5,85.04,1.64,5.95,474.68,17.78,High Impact
2020-01-26,Rajasthan,Real Estate,42750.37,33889.59,20.73,6.21,8.85490680455846,1,0.9,797.03,7,31.12,5,98.07,2.8,5.52,255.33,31.51,Low Impact
2020-02-25,Andhra Pradesh,Services,28405.95,21052.29,25.89,9.62,17.3629353970857,0,0.87,797.03,5,64.15,1,97.62,0.94,8.51,93.77,60.11,High Impact
2020-03-26,Assam,Public Administration,59642.68,53187.88,10.82,7.72,15.94029479252,1,0.89,797.03,2,83.41,3,77.23,0.87,5.16,244.51,73.86,High Impact
2020-04-25,Maharashtra,Trade,91323.97,80834.03,11.49,3.45,10.5074229835544,0,0.27,797.03,1,32.89,1,95.64,1.92,8.62,391.82,37.29,High Impact
